rup_mag,dist_rjb,result_type,damping,pgv,pga,0.0500,0.1000,0.2000,0.3003,0.5000,1.0000,2.0000,5.0000,10.0000
8.00,69.98,MEAN,5.0,1.53108746e+02,1.14203476e-01,1.32947240e-01,1.63900140e-01,1.71466516e-01,1.68181927e-01,1.49375484e-01,1.09038363e-01,6.47260828e-02,2.43152828e-02,8.74539288e-03
8.00,79.98,MEAN,5.0,1.38324784e+02,9.85551503e-02,1.14783463e-01,1.39501644e-01,1.47495688e-01,1.46345484e-01,1.32488848e-01,9.91926115e-02,5.91942230e-02,2.20535914e-02,7.94290420e-03
8.00,89.95,MEAN,5.0,1.25314117e+02,8.53648977e-02,9.92383019e-02,1.19723478e-01,1.27109885e-01,1.28256482e-01,1.18653164e-01,9.09451041e-02,5.45606235e-02,2.02385468e-02,7.26907792e-03
8.00,100.00,MEAN,5.0,1.14709662e+02,7.41616399e-02,8.60556371e-02,1.03461632e-01,1.10326369e-01,1.13104354e-01,1.06925016e-01,8.37296594e-02,5.06733159e-02,1.85771601e-02,6.70933264e-03
8.00,109.90,MEAN,5.0,1.05560150e+02,6.45474849e-02,7.48995700e-02,8.93880214e-02,9.62895871e-02,1.00133483e-01,9.67340396e-02,7.75495576e-02,4.73891942e-02,1.72178660e-02,6.23705142e-03
8.00,119.95,MEAN,5.0,9.74989638e+01,5.64260078e-02,6.52949095e-02,7.75317032e-02,8.43100456e-02,8.91003324e-02,8.79385549e-02,7.21073150e-02,4.43996273e-02,1.61614128e-02,5.80736770e-03
8.00,149.97,MEAN,5.0,7.85778244e+01,3.78163252e-02,4.36796676e-02,5.11539676e-02,5.74353569e-02,6.38086159e-02,6.71396889e-02,5.88680059e-02,3.72202533e-02,1.33223035e-02,4.81702970e-03
8.00,199.99,MEAN,5.0,5.72136955e+01,1.98325850e-02,2.27918367e-02,2.62711645e-02,3.15412808e-02,3.81310992e-02,4.46662327e-02,4.37098508e-02,2.88522259e-02,1.02089088e-02,3.71346491e-03
8.00,250.03,MEAN,5.0,4.31121816e+01,1.05701056e-02,1.21081927e-02,1.37176376e-02,1.77492221e-02,2.34952096e-02,3.07099652e-02,3.34025271e-02,2.31675081e-02,8.12604690e-03,2.95378802e-03
8.00,299.92,MEAN,5.0,3.31741650e+01,5.69087864e-03,6.50547968e-03,7.30094916e-03,1.02042085e-02,1.47631599e-02,2.14970727e-02,2.58987811e-02,1.89836328e-02,6.63100453e-03,2.42314456e-03
8.00,349.95,MEAN,5.0,2.59238799e+01,3.07949373e-03,3.51381850e-03,3.91723228e-03,5.93580089e-03,9.43581298e-03,1.52152581e-02,2.04540505e-02,1.58445287e-02,5.49767831e-03,2.00714766e-03
8.00,399.94,MEAN,5.0,2.04126787e+01,1.67524883e-03,1.91108201e-03,2.10416273e-03,3.47759758e-03,6.07266501e-03,1.09038363e-02,1.63335025e-02,1.32580400e-02,4.62146134e-03,1.69191805e-03
8.00,500.03,MEAN,5.0,1.30286675e+01,5.03824549e-04,5.70925347e-04,6.21984160e-04,1.22314889e-03,2.58035420e-03,5.70925347e-03,1.05215403e-02,9.55167033e-03,3.33794614e-03,1.22738080e-03
8.00,749.89,MEAN,5.0,4.58036408e+00,2.56259116e-05,2.89653863e-05,3.08020289e-05,9.46192115e-05,3.24772557e-04,1.21865093e-03,3.79646434e-03,4.52876019e-03,1.63109526e-03,6.02114831e-04
8.00,1000.00,MEAN,5.0,1.70568959e+00,1.34270104e-06,1.51942520e-06,1.58080873e-06,7.73533852e-06,4.32592837e-05,2.75029529e-04,1.44204670e-03,2.28706930e-03,8.53255948e-04,3.15412808e-04
8.10,0.10,MEAN,5.0,1.12150186e+03,6.55359085e-01,8.09616451e-01,1.17403035e+00,1.53489731e+00,1.54056251e+00,1.10275573e+00,6.35739688e-01,3.91633041e-01,1.90317763e-01,6.59597991e-02
8.10,1.00,MEAN,5.0,1.08118497e+03,6.20839477e-01,7.65736457e-01,1.12170673e+00,1.46311790e+00,1.46345484e+00,1.05822819e+00,6.15147587e-01,3.79646434e-01,1.84280476e-01,6.39409853e-02
8.10,2.00,MEAN,5.0,9.89919775e+02,5.66734074e-01,6.95631636e-01,1.01948144e+00,1.31910487e+00,1.32214572e+00,9.63117612e-01,5.69481112e-01,3.52759992e-01,1.70678699e-01,5.92214892e-02
8.10,5.00,MEAN,5.0,7.41310241e+02,4.60764832e-01,5.59086910e-01,7.97405679e-01,9.71358007e-01,9.58913261e-01,7.20243462e-01,4.41447767e-01,2.72069165e-01,1.26555005e-01,4.44507737e-02
8.10,10.00,MEAN,5.0,5.33212105e+02,3.73232389e-01,4.49862015e-01,6.17275904e-01,7.05146451e-01,6.81678073e-01,5.23454966e-01,3.29594021e-01,2.00299251e-01,8.83648052e-02,3.11156820e-02
8.10,15.00,MEAN,5.0,4.31121816e+02,3.21498776e-01,3.84573473e-01,5.16154032e-01,5.68433055e-01,5.42974363e-01,4.22940549e-01,2.72257169e-01,1.64429344e-01,6.97717032e-02,2.46592194e-02
8.10,20.00,MEAN,5.0,3.66690788e+02,2.84563586e-01,3.39530915e-01,4.46353890e-01,4.79710610e-01,4.55700310e-01,3.61559123e-01,2.36907781e-01,1.41997051e-01,5.84493014e-02,2.06480634e-02
8.10,25.00,MEAN,5.0,3.22329460e+02,2.55022985e-01,3.03864052e-01,3.94075399e-01,4.16082379e-01,3.95438841e-01,3.16868687e-01,2.10416273e-01,1.26147696e-01,5.08954929e-02,1.79217050e-02
8.10,29.99,MEAN,5.0,2.88735378e+02,2.31621742e-01,2.74207497e-01,3.52191868e-01,3.66926708e-01,3.47919944e-01,2.83386609e-01,1.91284299e-01,1.14203476e-01,4.51626404e-02,1.59139989e-02
8.10,39.99,MEAN,5.0,2.41768658e+02,1.93410178e-01,2.27918367e-01,2.87130498e-01,2.94971003e-01,2.81111961e-01,2.34519697e-01,1.63335025e-01,9.71581696e-02,3.74609964e-02,1.32336403e-02
8.10,50.00,MEAN,5.0,2.08161304e+02,1.63862405e-01,1.92300018e-01,2.39485556e-01,2.43432929e-01,2.34952096e-01,1.99608635e-01,1.42291620e-01,8.53452440e-02,3.21720937e-02,1.13835921e-02
8.10,59.98,MEAN,5.0,1.83992449e+02,1.39212850e-01,1.63824679e-01,2.02245713e-01,2.05059231e-01,1.98966209e-01,1.73092928e-01,1.26846744e-01,7.63799420e-02,2.83974487e-02,1.00225752e-02
8.10,69.98,MEAN,5.0,1.63870206e+02,1.20110044e-01,1.41247030e-01,1.72059765e-01,1.73891889e-01,1.72020151e-01,1.53560432e-01,1.14493103e-01,6.93552473e-02,2.53734385e-02,8.97592726e-03
8.10,79.98,MEAN,5.0,1.47740648e+02,1.03843502e-01,1.21081927e-01,1.46480335e-01,1.49892300e-01,1.48929017e-01,1.36106644e-01,1.04322822e-01,6.35300686e-02,2.29551072e-02,8.12978994e-03
8.10,89.95,MEAN,5.0,1.35643816e+02,9.00490892e-02,1.05288109e-01,1.26700790e-01,1.29502849e-01,1.30942107e-01,1.22005476e-01,9.58030475e-02,5.87461384e-02,2.09932329e-02,7.44182280e-03
8.10,100.00,MEAN,5.0,1.23822623e+02,7.83572750e-02,9.15333431e-02,1.08912901e-01,1.12481040e-01,1.15286731e-01,1.09870051e-01,8.83037860e-02,5.45606235e-02,1.93321130e-02,6.85297779e-03
8.10,109.90,MEAN,5.0,1.14024979e+02,6.83721638e-02,7.96488160e-02,9.42712627e-02,9.82153400e-02,1.02183159e-01,9.95358030e-02,8.18237396e-02,5.09775929e-02,1.79712930e-02,6.35154420e-03
8.10,119.95,MEAN,5.0,1.05438690e+02,5.97419404e-02,6.95631636e-02,8.18425824e-02,8.59764135e-02,9.08823031e-02,9.05898049e-02,7.60815452e-02,4.78276811e-02,1.67640646e-02,5.92214892e-03
8.10,149.97,MEAN,5.0,8.51530092e+01,4.01586703e-02,4.66529730e-02,5.40604087e-02,5.87596668e-02,6.50847625e-02,6.92435499e-02,6.22413959e-02,4.02141899e-02,1.38350051e-02,4.88966746e-03
8.10,199.99,MEAN,5.0,6.21870564e+01,2.11874809e-02,2.44556564e-02,2.78984018e-02,3.22611114e-02,3.88937058e-02,4.62039733e-02,4.63531577e-02,3.12377198e-02,1.05871563e-02,3.74178926e-03
8.10,250.03,MEAN,5.0,4.70110553e+01,1.12974213e-02,1.30580800e-02,1.46480335e-02,1.82254947e-02,2.40037627e-02,3.16868687e-02,3.54633146e-02,2.52626744e-02,8.42712284e-03,2.98249225e-03
8.10,299.92,MEAN,5.0,3.61326655e+01,6.09788633e-03,7.01583432e-03,7.78895733e-03,1.04683763e-02,1.51488381e-02,2.21962355e-02,2.76680992e-02,2.06290546e-02,6.87193945e-03,2.43713353e-03
8.10,349.95,MEAN,5.0,2.83400101e+01,3.30125692e-03,3.79821307e-03,4.17329730e-03,6.07966045e-03,9.64005084e-03,1.57753617e-02,2.17810757e-02,1.71901365e-02,5.69349999e-03,2.02152597e-03
8.10,399.94,MEAN,5.0,2.24284882e+01,1.79878528e-03,2.06528183e-03,2.25517020e-03,3.57338100e-03,6.21268486e-03,1.13078314e-02,1.73651814e-02,1.44537096e-02,4.78827764e-03,1.69191805e-03
8.10,500.03,MEAN,5.0,1.42363940e+01,5.42099897e-04,6.19696901e-04,6.66161185e-04,1.24703696e-03,2.63196024e-03,5.93306798e-03,1.12870208e-02,1.04346845e-02,3.45843266e-03,1.22596854e-03
8.10,749.89,MEAN,5.0,5.03616557e+00,2.78406470e-05,3.15776149e-05,3.31267877e-05,9.73821423e-05,3.32490564e-04,1.26905173e-03,4.07642376e-03,4.97713390e-03,1.69152852e-03,5.97832230e-04
8.10,1000.00,MEAN,5.0,1.88018247e+00,1.46581555e-06,1.66180218e-06,1.70875314e-06,7.96304783e-06,4.42873123e-05,2.87593671e-04,1.55983738e-03,2.51118856e-03,8.80601304e-04,3.12593055e-04
8.20,0.10,MEAN,5.0,1.16305432e+03,6.57777970e-01,8.13166211e-01,1.18571230e+00,1.54696086e+00,1.56631578e+00,1.10835612e+00,6.44583708e-01,4.08111962e-01,1.97869713e-01,6.99647561e-02
8.20,1.00,MEAN,5.0,1.12150186e+03,6.24567418e-01,7.70334457e-01,1.13104354e+00,1.47495688e+00,1.48929017e+00,1.06384737e+00,6.23992435e-01,3.96076727e-01,1.91813568e-01,6.78233636e-02
8.20,2.00,MEAN,5.0,1.02872667e+03,5.72900662e-01,7.02715163e-01,1.02986269e+00,1.31910487e+00,1.33499403e+00,9.70240333e-01,5.78334798e-01,3.67687888e-01,1.76717405e-01,6.26584034e-02
8.20,5.00,MEAN,5.0,7.74996962e+02,4.69331090e-01,5.70925347e-01,8.12604690e-01,9.78541670e-01,9.71805437e-01,7.27242623e-01,4.51730407e-01,2.85482390e-01,1.31395147e-01,4.67389901e-02
8.20,10.00,MEAN,5.0,5.61435668e+02,3.84396411e-01,4.62998223e-01,6.33547708e-01,7.12326866e-01,6.91957346e-01,5.30492593e-01,3.39922040e-01,2.12265457e-01,9.16809964e-02,3.25446290e-02
8.20,15.00,MEAN,5.0,4.55302463e+02,3.32643717e-01,3.98822200e-01,5.32450604e-01,5.74353569e-01,5.52051157e-01,4.31399189e-01,2.82539599e-01,1.73412071e-01,7.21903794e-02,2.55199209e-02
8.20,20.00,MEAN,5.0,3.88150366e+02,2.94428146e-01,3.52597578e-01,4.61508096e-01,4.85712549e-01,4.63424857e-01,3.67180259e-01,2.45741964e-01,1.50966061e-01,6.05590878e-02,2.13638404e-02
8.20,25.00,MEAN,5.0,3.42452231e+02,2.64837405e-01,3.16941657e-01,4.08018002e-01,4.22064985e-01,4.01771683e-01,3.22462580e-01,2.19270054e-01,1.33930449e-01,5.25629008e-02,1.84960642e-02
8.20,29.99,MEAN,5.0,3.07538860e+02,2.40203496e-01,2.87262757e-01,3.66167103e-01,3.71774266e-01,3.54306667e-01,2.88987677e-01,1.98645771e-01,1.21528832e-01,4.68251659e-02,1.64884307e-02
8.20,39.99,MEAN,5.0,2.57869513e+02,2.02013003e-01,2.39816646e-01,2.99901974e-01,2.99763896e-01,2.86272298e-01,2.40092904e-01,1.69230768e-01,1.03747902e-01,3.86615556e-02,1.35481290e-02
8.20,50.00,MEAN,5.0,2.22946162e+02,1.71229790e-01,2.02992188e-01,2.49907520e-01,2.48244322e-01,2.38769761e-01,2.03835266e-01,1.48620708e-01,9.11757458e-02,3.32260967e-02,1.16139332e-02
8.20,59.98,MEAN,5.0,1.96110118e+02,1.46581555e-01,1.73332230e-01,2.11582295e-01,2.08631233e-01,2.02852014e-01,1.78681391e-01,1.33039108e-01,8.17672373e-02,2.93007896e-02,1.01948144e-02
8.20,69.98,MEAN,5.0,1.75954347e+02,1.26875955e-01,1.49581996e-01,1.80168691e-01,1.77492221e-01,1.74573904e-01,1.56343318e-01,1.20386926e-01,7.42983766e-02,2.61263851e-02,9.10498688e-03
8.20,79.98,MEAN,5.0,1.59808546e+02,1.09390429e-01,1.28197432e-01,1.54624862e-01,1.52292783e-01,1.51488381e-01,1.39598041e-01,1.09768903e-01,6.83092197e-02,2.37126081e-02,8.24478480e-03
8.20,89.95,MEAN,5.0,1.45044077e+02,9.50997389e-02,1.11706726e-01,1.32519358e-01,1.31910487e-01,1.33499403e-01,1.25365872e-01,1.00804362e-01,6.30782047e-02,2.17510048e-02,7.52799504e-03
8.20,100.00,MEAN,5.0,1.33229378e+02,8.27902749e-02,9.72253073e-02,1.14624994e-01,1.14757036e-01,1.17592419e-01,1.13078314e-01,9.31492418e-02,5.87461384e-02,1.99378959e-02,6.92435499e-03
8.20,109.90,MEAN,5.0,1.22885319e+02,7.23068304e-02,8.47577315e-02,9.93983841e-02,1.00248833e-01,1.04250783e-01,1.02465892e-01,8.63732626e-02,5.48629713e-02,1.85771601e-02,6.40883845e-03
8.20,119.95,MEAN,5.0,1.13762729e+02,6.31945062e-02,7.40763073e-02,8.62540159e-02,8.77767152e-02,9.26785701e-02,9.32565456e-02,8.03487869e-02,5.15678856e-02,1.72178660e-02,5.96457254e-03
8.20,149.97,MEAN,5.0,9.20025787e+01,4.26264656e-02,4.98516256e-02,5.71977999e-02,6.00730005e-02,6.64935201e-02,7.14791409e-02,6.59294305e-02,4.33490241e-02,1.42422736e-02,4.91789582e-03
8.20,199.99,MEAN,5.0,6.74217468e+01,2.25465099e-02,2.62348946e-02,2.95242806e-02,3.29745839e-02,3.97996566e-02,4.77396603e-02,4.91449983e-02,3.39296457e-02,1.09038363e-02,3.75646481e-03
8.20,250.03,MEAN,5.0,5.10387465e+01,1.20720027e-02,1.40081029e-02,1.55768388e-02,1.87059308e-02,2.45176773e-02,3.28079674e-02,3.78163252e-02,2.73576837e-02,8.66920603e-03,2.98249225e-03
8.20,299.92,MEAN,5.0,3.93550075e+01,6.52949095e-03,7.56100150e-03,8.30002355e-03,1.07196184e-02,1.54056251e-02,2.30345284e-02,2.94292588e-02,2.24222569e-02,7.06771981e-03,2.42314456e-03
8.20,349.95,MEAN,5.0,3.08887263e+01,3.54796498e-03,4.10751657e-03,4.46353890e-03,6.23561545e-03,9.86005470e-03,1.63335025e-02,2.33980317e-02,1.86844072e-02,5.85975319e-03,2.00714766e-03
8.20,399.94,MEAN,5.0,2.44455605e+01,1.93410178e-03,2.24377510e-03,2.40646375e-03,3.65745780e-03,6.35446986e-03,1.17267948e-02,1.86887100e-02,1.56956507e-02,4.90884506e-03,1.67756488e-03
8.20,500.03,MEAN,5.0,1.55811676e+01,5.83954923e-04,6.73099588e-04,7.13804571e-04,1.28315560e-03,2.69574820e-03,6.15572662e-03,1.20970458e-02,1.14045807e-02,3.54959925e-03,1.21165596e-03
8.20,749.89,MEAN,5.0,5.53350109e+00,3.00593319e-05,3.44254261e-05,3.56844760e-05,1.00133483e-04,3.40156931e-04,1.32062442e-03,4.38509821e-03,5.45606235e-03,1.73691803e-03,5.86380237e-04
8.20,1000.00,MEAN,5.0,2.08161304e+00,1.58920281e-06,1.81626546e-06,1.84832920e-06,8.20312491e-06,4.54442902e-05,2.98730334e-04,1.67756488e-03,2.76553605e-03,9.03190424e-04,3.05407237e-04
8.30,0.10,MEAN,5.0,1.20337227e+03,6.59142515e-01,8.16731535e-01,1.19723478e+00,1.54696086e+00,1.57898980e+00,1.11398495e+00,6.54906536e-01,4.24501593e-01,2.05390014e-01,7.34140739e-02
8.30,1.00,MEAN,5.0,1.16171608e+03,6.28317744e-01,7.76388912e-01,1.13914583e+00,1.47495688e+00,1.50203248e+00,1.07072841e+00,6.34277527e-01,4.11035493e-01,1.97869713e-01,7.11179656e-02
8.30,2.00,MEAN,5.0,1.06782479e+03,5.79001014e-01,7.11015919e-01,1.04154808e+00,1.33100389e+00,1.34796720e+00,9.77190698e-01,5.88680059e-01,3.82630270e-01,1.82759232e-01,6.56718611e-02
8.30,5.00,MEAN,5.0,8.07235030e+02,4.79158641e-01,5.84089400e-01,8.27712139e-01,9.85778460e-01,9.86005470e-01,7.35663695e-01,4.62039733e-01,2.98936761e-01,1.35325402e-01,4.86048184e-02
8.30,10.00,MEAN,5.0,5.89657735e+02,3.94166149e-01,4.77176804e-01,6.49799428e-01,7.19580398e-01,7.02229912e-01,5.38864191e-01,3.50250952e-01,2.22730311e-01,9.42495585e-02,3.35489803e-02
8.30,15.00,MEAN,5.0,4.79512574e+02,3.43699836e-01,4.14266032e-01,5.48629713e-01,5.81539642e-01,5.61021267e-01,4.38307926e-01,2.91393141e-01,1.83856642e-01,7.41616399e-02,2.62409361e-02
8.30,20.00,MEAN,5.0,4.10960423e+02,3.05547915e-01,3.66842230e-01,4.77726491e-01,4.91676356e-01,4.71171838e-01,3.74092778e-01,2.54553647e-01,1.59948188e-01,6.22270660e-02,2.17911086e-02
8.30,25.00,MEAN,5.0,3.62660286e+02,2.75917550e-01,3.29973698e-01,4.23135365e-01,4.28133612e-01,4.08205944e-01,3.29442272e-01,2.28075862e-01,1.42291620e-01,5.39236554e-02,1.89268929e-02
8.30,29.99,MEAN,5.0,3.26362311e+02,2.51292383e-01,3.00316590e-01,3.80083769e-01,3.77728126e-01,3.60727560e-01,2.94563767e-01,2.07481474e-01,1.29294284e-01,4.80263216e-02,1.67756488e-02
8.30,39.99,MEAN,5.0,2.73968101e+02,2.10658663e-01,2.51639796e-01,3.11515259e-01,3.04564531e-01,2.91393141e-01,2.44275170e-01,1.78065312e-01,1.10606162e-01,3.97264104e-02,1.37366023e-02
8.30,50.00,MEAN,5.0,2.37738764e+02,1.79878528e-01,2.13687601e-01,2.61564816e-01,2.51813683e-01,2.42649457e-01,2.09401276e-01,1.55983738e-01,9.74494348e-02,3.39843779e-02,1.17294953e-02
8.30,59.98,MEAN,5.0,2.09507705e+02,1.53985322e-01,1.82801319e-01,2.20891663e-01,2.12265457e-01,2.06670897e-01,1.82885521e-01,1.39501644e-01,8.75950015e-02,2.99074458e-02,1.02796736e-02
8.30,69.98,MEAN,5.0,1.88018247e+02,1.33039108e-01,1.57898980e-01,1.88312576e-01,1.81083685e-01,1.78434704e-01,1.60538546e-01,1.26409387e-01,7.98140455e-02,2.67349468e-02,9.16176872e-03
8.30,79.98,MEAN,5.0,1.70568959e+02,1.15313280e-01,1.36514670e-01,1.61576920e-01,1.55876026e-01,1.55338578e-01,1.43773659e-01,1.15366396e-01,7.32452262e-02,2.43152828e-02,8.27331051e-03
8.30,89.95,MEAN,5.0,1.55811676e+02,1.00271919e-01,1.18598535e-01,1.39501644e-01,1.34301024e-01,1.36075308e-01,1.28848487e-01,1.06091191e-01,6.78702305e-02,2.22013470e-02,7.54187490e-03
8.30,100.00,MEAN,5.0,1.42363940e+02,8.74740681e-02,1.03271224e-01,1.20886923e-01,1.17025182e-01,1.19888996e-01,1.16273120e-01,9.81475187e-02,6.32236150e-02,2.03882206e-02,6.93871939e-03
8.30,109.90,MEAN,5.0,1.32038323e+02,7.65031512e-02,9.02151186e-02,1.04731982e-01,1.02277316e-01,1.06286798e-01,1.05385127e-01,9.10918085e-02,5.91942230e-02,1.88790147e-02,6.40883845e-03
8.30,119.95,MEAN,5.0,1.22348881e+02,6.68927922e-02,7.88277852e-02,9.10289062e-02,8.95734547e-02,9.46192115e-02,9.59134084e-02,8.49140049e-02,5.56005803e-02,1.76717405e-02,5.96457254e-03
8.30,149.97,MEAN,5.0,9.91288345e+01,4.52146657e-02,5.31837951e-02,6.05590878e-02,6.12744363e-02,6.77765291e-02,7.37020087e-02,6.97556395e-02,4.69331090e-02,1.45606018e-02,4.90319679e-03
8.30,199.99,MEAN,5.0,7.29289566e+01,2.40203496e-02,2.81306213e-02,3.13891333e-02,3.38126590e-02,4.05676008e-02,4.92809787e-02,5.22371320e-02,3.67687888e-02,1.11321570e-02,3.72802936e-03
8.30,250.03,MEAN,5.0,5.51950333e+01,1.29353840e-02,1.50757638e-02,1.65074247e-02,1.90668664e-02,2.50310648e-02,3.39218340e-02,4.01771683e-02,2.97494763e-02,8.85073473e-03,2.93953966e-03
8.30,299.92,MEAN,5.0,4.27070919e+01,6.98520771e-03,8.14290418e-03,8.84665975e-03,1.09844755e-02,1.57898980e-02,2.38714788e-02,3.14904832e-02,2.43657242e-02,7.20409323e-03,2.39430418e-03
8.30,349.95,MEAN,5.0,3.35737614e+01,3.80696886e-03,4.42771159e-03,4.76627750e-03,6.40293841e-03,1.00781153e-02,1.68919320e-02,2.48702027e-02,2.03272826e-02,5.98107605e-03,1.97869713e-03
8.30,399.94,MEAN,5.0,2.65950003e+01,2.08199328e-03,2.42147129e-03,2.58094841e-03,3.75300657e-03,6.49649823e-03,1.21584811e-02,1.98645771e-02,1.71901365e-02,5.01394221e-03,1.64884307e-03
8.30,500.03,MEAN,5.0,1.70568959e+01,6.29476214e-04,7.30094916e-04,7.66089173e-04,1.31910487e-03,2.75981089e-03,6.39409853e-03,1.29652031e-02,1.24502859e-02,3.62476057e-03,1.18571230e-03
8.30,749.89,MEAN,5.0,6.05759174e+00,3.25221557e-05,3.76339085e-05,3.83600641e-05,1.03009985e-04,3.47919944e-04,1.37492600e-03,4.72366755e-03,5.97969901e-03,1.76717405e-03,5.72109717e-04
8.30,1000.00,MEAN,5.0,2.28296892e+00,1.72456403e-06,1.99424873e-06,1.98783038e-06,8.45433250e-06,4.64707118e-05,3.12665040e-04,1.81000312e-03,3.03444538e-03,9.19770178e-04,2.96810544e-04
8.40,0.10,MEAN,5.0,1.24222424e+03,6.61575364e-01,8.18991368e-01,1.19723478e+00,1.55876026e+00,1.60464632e+00,1.11964237e+00,6.65088325e-01,4.40939824e-01,2.09932329e-01,7.64151244e-02
8.40,1.00,MEAN,5.0,1.19949930e+03,6.31945062e-01,7.81050877e-01,1.14730616e+00,1.47495688e+00,1.52749334e+00,1.07641397e+00,6.44583708e-01,4.29021764e-01,2.02385468e-01,7.39740377e-02
8.40,2.00,MEAN,5.0,1.10407862e+03,5.85166324e-01,7.19414728e-01,1.05312355e+00,1.33100389e+00,1.37366023e+00,9.82832082e-01,5.98934492e-01,3.99097791e-01,1.87274792e-01,6.81050513e-02
8.40,5.00,MEAN,5.0,8.40814127e+02,4.89079348e-01,5.97144346e-01,8.42712284e-01,9.92840134e-01,9.99952394e-01,7.42641688e-01,4.72366755e-01,3.12377198e-01,1.38350051e-01,5.01856235e-02
8.40,10.00,MEAN,5.0,6.16453042e+02,4.05302539e-01,4.92582892e-01,6.67235776e-01,7.26740435e-01,7.13804571e-01,5.45857554e-01,3.60561477e-01,2.34681753e-01,9.62009419e-02,3.44095763e-02
8.40,15.00,MEAN,5.0,5.03616557e+02,3.54796498e-01,4.28528119e-01,5.64910080e-01,5.87596668e-01,5.70005865e-01,4.45327305e-01,3.01702789e-01,1.94302919e-01,7.56622626e-02,2.66673171e-02
8.40,20.00,MEAN,5.0,4.32513831e+02,3.16576975e-01,3.82278017e-01,4.94059580e-01,4.98860737e-01,4.78827764e-01,3.81135432e-01,2.63438548e-01,1.68919320e-01,6.32818729e-02,2.20789962e-02
8.40,25.00,MEAN,5.0,3.82736605e+02,2.87064392e-01,3.44254261e-01,4.39419499e-01,4.34089543e-01,4.15890811e-01,3.36418077e-01,2.36907781e-01,1.50966061e-01,5.49767831e-02,1.90712573e-02
8.40,29.99,MEAN,5.0,3.45143739e+02,2.61143562e-01,3.13385808e-01,3.94075399e-01,3.83688979e-01,3.67180259e-01,3.01563881e-01,2.16311358e-01,1.37524262e-01,4.87842154e-02,1.69191805e-02
8.40,39.99,MEAN,5.0,2.90134918e+02,2.20535914e-01,2.63559894e-01,3.25521235e-01,3.09370803e-01,2.96537297e-01,2.49907520e-01,1.85429712e-01,1.18080810e-01,4.03254595e-02,1.37936539e-02
8.40,50.00,MEAN,5.0,2.52522453e+02,1.88486098e-01,2.24377510e-01,2.73199138e-01,2.56613396e-01,2.47787460e-01,2.14970727e-01,1.63335025e-01,1.04346845e-01,3.45843266e-02,1.17430071e-02
8.40,59.98,MEAN,5.0,2.24284882e+02,1.61391004e-01,1.93499267e-01,2.31355232e-01,2.15863555e-01,2.10513196e-01,1.87059308e-01,1.46278105e-01,9.38813496e-02,3.05126076e-02,1.02654815e-02
8.40,69.98,MEAN,5.0,2.01465182e+02,1.40436282e-01,1.66180218e-01,1.97596535e-01,1.84662761e-01,1.81000312e-01,1.64732513e-01,1.32733127e-01,8.55026006e-02,2.71881292e-02,9.13228222e-03
8.40,79.98,MEAN,5.0,1.82641725e+02,1.21472879e-01,1.44836935e-01,1.69738095e-01,1.58299420e-01,1.57898980e-01,1.47971925e-01,1.21416951e-01,7.87733517e-02,2.46195054e-02,8.22961132e-03
8.40,89.95,MEAN,5.0,1.66532883e+02,1.05822819e-01,1.25828588e-01,1.46480335e-01,1.36703403e-01,1.38637055e-01,1.32336403e-01,1.11835407e-01,7.29422784e-02,2.25050159e-02,7.49858510e-03
8.40,100.00,MEAN,5.0,1.53108746e+02,9.24015645e-02,1.09693104e-01,1.26700790e-01,1.19448122e-01,1.22202284e-01,1.19503142e-01,1.03461632e-01,6.80110257e-02,2.06908973e-02,6.86719413e-03
8.40,109.90,MEAN,5.0,1.41026264e+02,8.09430052e-02,9.59134084e-02,1.10326369e-01,1.04322822e-01,1.08337628e-01,1.08462429e-01,9.60902502e-02,6.36765206e-02,1.91813568e-02,6.35154420e-03
8.40,119.95,MEAN,5.0,1.31219990e+02,7.08401259e-02,8.40386998e-02,9.60238964e-02,9.14912001e-02,9.64005084e-02,9.88278448e-02,8.96147143e-02,5.99348364e-02,1.78229392e-02,5.89222503e-03
8.40,149.97,MEAN,5.0,1.06635056e+02,4.80484436e-02,5.68563956e-02,6.40588775e-02,6.27161405e-02,6.91957346e-02,7.59415268e-02,7.38719094e-02,5.06733159e-02,1.47699602e-02,4.83147041e-03
8.40,199.99,MEAN,5.0,7.85778244e+01,2.56259116e-02,3.01494452e-02,3.32490564e-02,3.45365796e-02,4.14647761e-02,5.08135251e-02,5.54727025e-02,3.97630166e-02,1.12818241e-02,3.65577387e-03
8.40,250.03,MEAN,5.0,5.97723045e+01,1.37968304e-02,1.62622010e-02,1.76676719e-02,1.95469645e-02,2.56731598e-02,3.50412286e-02,4.28232204e-02,3.21350755e-02,8.97179464e-03,2.88190277e-03
8.40,299.92,MEAN,5.0,4.63340219e+01,7.47789434e-03,8.78373701e-03,9.42712627e-03,1.12610613e-02,1.61763049e-02,2.47103743e-02,3.35489803e-02,2.66059839e-02,7.29422784e-03,2.33711092e-03
8.40,349.95,MEAN,5.0,3.63998840e+01,4.07736250e-03,4.78386951e-03,5.08018262e-03,6.55962971e-03,1.03081166e-02,1.75905462e-02,2.66366328e-02,2.22730311e-02,6.04198057e-03,1.92122984e-03
8.40,399.94,MEAN,5.0,2.88735378e+01,2.24222569e-03,2.62348946e-03,2.75473181e-03,3.86170704e-03,6.64935201e-03,1.26060587e-02,2.13392585e-02,1.86844072e-02,5.07433721e-03,1.60575515e-03
