IMT	c1	c2	c3	cn	cM	c4	c5	c6	chm	c7	c8	c9	c10	c11a	c11b	c11c	c11d	c1a	s1	s2	s3	s4	s5	s6	f3	f4	f5
EAS(4.466835)	 -3.322724	  1.270000	  2.157418	 12.654775	  5.181238	 -1.860000	  7.519636	  0.473024	  3.544919	 -0.010456	 -0.543704	  0.039076	 -0.200000	  0.113440	 -0.029460	 -0.054907	 -0.026753	  0.000009	  0.366047	  0.348169	  0.409276	  0.353480	  0.488224	  0.376518	  0.200000	 -0.428259	 -0.004603
EAS(4.570881)	 -3.326542	  1.270000	  2.148667	 12.932471	  5.178573	 -1.860000	  7.515054	  0.473530	  3.538728	 -0.010578	 -0.532056	  0.039453	 -0.200000	  0.113127	 -0.030658	 -0.057393	 -0.030524	  0.000001	  0.368025	  0.351595	  0.411450	  0.354987	  0.488968	  0.376059	  0.200000	 -0.440370	 -0.004512
EAS(4.677351)	 -3.330835	  1.270000	  2.139935	 13.210426	  5.175948	 -1.860000	  7.510473	  0.474035	  3.532536	 -0.010700	 -0.520364	  0.039825	 -0.200000	  0.112805	 -0.031844	 -0.059834	 -0.034261	  0.000000	  0.370102	  0.355130	  0.413738	  0.356614	  0.489668	  0.375613	  0.200000	 -0.452804	 -0.004421
EAS(4.786300)	 -3.335635	  1.270000	  2.131236	 13.487983	  5.173348	 -1.860000	  7.505891	  0.474541	  3.526345	 -0.010823	 -0.508620	  0.040194	 -0.200000	  0.112473	 -0.033019	 -0.062231	 -0.037962	  0.000000	  0.372273	  0.358766	  0.416139	  0.358359	  0.490325	  0.375180	  0.200000	 -0.465550	 -0.004330
EAS(4.897787)	 -3.340980	  1.270000	  2.122600	 13.764688	  5.170758	 -1.860000	  7.501310	  0.475046	  3.520154	 -0.010945	 -0.496818	  0.040559	 -0.200000	  0.112126	 -0.034185	 -0.064587	 -0.041624	  0.000000	  0.374536	  0.362493	  0.418648	  0.360223	  0.490940	  0.374762	  0.200000	 -0.478593	 -0.004240
EAS(40.738020)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601342	  0.567620	  0.842126	  0.593106	  0.638786	  0.484712	  0.200000	 -1.000000	 -0.000100
EAS(41.686930)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601362	  0.567594	  0.842161	  0.593069	  0.638822	  0.484748	  0.200000	 -1.000000	 -0.000100
EAS(42.657940)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601372	  0.567573	  0.842180	  0.593039	  0.638843	  0.484769	  0.200000	 -1.000000	 -0.000100
EAS(43.651570)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601378	  0.567559	  0.842189	  0.593017	  0.638853	  0.484779	  0.200000	 -1.000000	 -0.000100
EAS(44.668342)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567553	  0.842192	  0.593003	  0.638857	  0.484782	  0.200000	 -1.000000	 -0.000100
EAS(45.708810)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592994	  0.638858	  0.484783	  0.200000	 -1.000000	 -0.000100
EAS(46.773500)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592988	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(47.862991)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592983	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(48.977890)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592978	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(5.011872)	 -3.346900	  1.270000	  2.114069	 14.040277	  5.168165	 -1.860000	  7.496314	  0.475547	  3.513932	 -0.011067	 -0.484947	  0.040921	 -0.200000	  0.111759	 -0.035338	 -0.066902	 -0.045245	  0.000000	  0.376889	  0.366301	  0.421265	  0.362206	  0.491516	  0.374360	  0.200000	 -0.491916	 -0.004150
EAS(5.128613)	 -3.353425	  1.270000	  2.105702	 14.314734	  5.165553	 -1.860000	  7.487714	  0.476000	  3.507443	 -0.011190	 -0.472998	  0.041280	 -0.200000	  0.111370	 -0.036480	 -0.069179	 -0.048823	  0.000000	  0.379327	  0.370181	  0.423988	  0.364307	  0.492056	  0.373975	  0.200000	 -0.505500	 -0.004060
EAS(5.248074)	 -3.360575	  1.270000	  2.097560	 14.588167	  5.162910	 -1.860000	  7.479114	  0.476453	  3.500954	 -0.011312	 -0.460960	  0.041637	 -0.200000	  0.110954	 -0.037607	 -0.071420	 -0.052355	  0.000000	  0.381849	  0.374125	  0.426818	  0.366528	  0.492562	  0.373608	  0.200000	 -0.519328	 -0.003970
EAS(5.370318)	 -3.368376	  1.270000	  2.089699	 14.860615	  5.160221	 -1.860000	  7.470514	  0.476907	  3.494465	 -0.011434	 -0.448822	  0.041992	 -0.200000	  0.110512	 -0.038721	 -0.073627	 -0.055840	  0.000000	  0.384453	  0.378125	  0.429757	  0.368867	  0.493038	  0.373261	  0.200000	 -0.533380	 -0.003880
EAS(5.495409)	 -3.376863	  1.270000	  2.082153	 15.131833	  5.157473	 -1.860000	  7.461914	  0.477360	  3.487976	 -0.011556	 -0.436577	  0.042344	 -0.200000	  0.110043	 -0.039819	 -0.075803	 -0.059277	  0.000000	  0.387137	  0.382173	  0.432808	  0.371325	  0.493488	  0.372934	  0.200000	 -0.547633	 -0.003788
EAS(5.623413)	 -3.386065	  1.270000	  2.074940	 15.401292	  5.154653	 -1.860000	  7.453314	  0.477814	  3.481487	 -0.011677	 -0.424220	  0.042695	 -0.200000	  0.109548	 -0.040904	 -0.077950	 -0.062667	  0.000000	  0.389898	  0.386263	  0.435976	  0.373900	  0.493918	  0.372630	  0.200000	 -0.562063	 -0.003697
EAS(5.754399)	 -3.395991	  1.270000	  2.068059	 15.668216	  5.151750	 -1.860000	  7.444714	  0.478267	  3.474998	 -0.011799	 -0.411744	  0.043044	 -0.200000	  0.109022	 -0.041976	 -0.080068	 -0.066007	  0.000000	  0.392734	  0.390389	  0.439266	  0.376592	  0.494332	  0.372350	  0.200000	 -0.576637	 -0.003605
EAS(5.888436)	 -3.406653	  1.270000	  2.061493	 15.931535	  5.148752	 -1.860000	  7.435886	  0.478717	  3.468480	 -0.011919	 -0.399150	  0.043392	 -0.200000	  0.108464	 -0.043038	 -0.082161	 -0.069297	  0.000000	  0.395644	  0.394545	  0.442685	  0.379400	  0.494736	  0.372095	  0.200000	 -0.591317	 -0.003513
EAS(50.118730)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592972	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(51.286144)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592963	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(52.480751)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592953	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(53.703182)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592939	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(54.954090)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592923	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(56.234130)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592904	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(57.543991)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592881	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(58.884361)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592856	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(6.025596)	 -3.418063	  1.270000	  2.055209	 16.189860	  5.145652	 -1.860000	  7.422198	  0.479104	  3.461342	 -0.012040	 -0.386435	  0.043738	 -0.200000	  0.107869	 -0.044093	 -0.084229	 -0.072536	  0.000000	  0.398624	  0.398727	  0.446240	  0.382323	  0.495135	  0.371868	  0.200000	 -0.606063	 -0.003420
EAS(6.165949)	 -3.430236	  1.270000	  2.049163	 16.441663	  5.142445	 -1.860000	  7.408511	  0.479490	  3.454204	 -0.012160	 -0.373601	  0.044083	 -0.200000	  0.107234	 -0.045144	 -0.086274	 -0.075725	  0.000000	  0.401673	  0.402930	  0.449936	  0.385356	  0.495535	  0.371671	  0.200000	 -0.620827	 -0.003327
EAS(6.309573)	 -3.443203	  1.270000	  2.043311	 16.685347	  5.139128	 -1.860000	  7.394824	  0.479876	  3.447066	 -0.012279	 -0.360652	  0.044427	 -0.200000	  0.106555	 -0.046195	 -0.088296	 -0.078862	  0.000000	  0.404788	  0.407145	  0.453781	  0.388500	  0.495943	  0.371505	  0.200000	 -0.635562	 -0.003234
EAS(6.456542)	 -3.456996	  1.270000	  2.037611	 16.919430	  5.135704	 -1.860000	  7.381137	  0.480263	  3.439928	 -0.012397	 -0.347594	  0.044769	 -0.200000	  0.105826	 -0.047250	 -0.090297	 -0.081946	  0.000000	  0.407966	  0.411367	  0.457780	  0.391749	  0.496365	  0.371375	  0.200000	 -0.650220	 -0.003141
EAS(6.606934)	 -3.471660	  1.270000	  2.032036	 17.142756	  5.132178	 -1.860000	  7.367450	  0.480649	  3.432790	 -0.012515	 -0.334432	  0.045110	 -0.200000	  0.105040	 -0.048314	 -0.092277	 -0.084977	  0.000000	  0.411205	  0.415588	  0.461938	  0.395101	  0.496806	  0.371282	  0.200000	 -0.664757	 -0.003048
EAS(6.760828)	 -3.487224	  1.270000	  2.026561	 17.354308	  5.128560	 -1.860000	  7.347719	  0.480982	  3.424387	 -0.012632	 -0.321172	  0.045449	 -0.200000	  0.104193	 -0.049393	 -0.094237	 -0.087954	  0.000000	  0.414501	  0.419800	  0.466260	  0.398552	  0.497273	  0.371228	  0.200000	 -0.679133	 -0.002955
EAS(6.918308)	 -3.503697	  1.270000	  2.021165	 17.553213	  5.124864	 -1.860000	  7.324110	  0.481282	  3.415172	 -0.012748	 -0.307820	  0.045787	 -0.200000	  0.103277	 -0.050491	 -0.096177	 -0.090875	  0.000000	  0.417850	  0.423998	  0.470750	  0.402097	  0.497772	  0.371217	  0.200000	 -0.693309	 -0.002862
EAS(60.255954)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592828	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(61.659500)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592796	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(63.095730)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592762	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(64.565414)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592725	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(66.069330)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592685	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(67.608283)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592642	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(69.183082)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592596	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(7.079456)	 -3.521060	  1.270000	  2.015840	 17.738926	  5.121107	 -1.860000	  7.300500	  0.481581	  3.405958	 -0.012862	 -0.294379	  0.046122	 -0.200000	  0.102286	 -0.051613	 -0.098098	 -0.093738	  0.000000	  0.421251	  0.428174	  0.475410	  0.405732	  0.498308	  0.371252	  0.200000	 -0.707255	 -0.002771
EAS(7.244360)	 -3.539274	  1.270000	  2.010586	 17.911234	  5.117305	 -1.860000	  7.276890	  0.481880	  3.396743	 -0.012976	 -0.280853	  0.046455	 -0.200000	  0.101214	 -0.052760	 -0.099999	 -0.096540	  0.000000	  0.424699	  0.432324	  0.480241	  0.409452	  0.498888	  0.371335	  0.200000	 -0.720940	 -0.002680
EAS(7.413103)	 -3.558302	  1.270000	  2.005400	 18.069916	  5.113473	 -1.860000	  7.253281	  0.482179	  3.387528	 -0.013088	 -0.267248	  0.046786	 -0.200000	  0.100052	 -0.053935	 -0.101879	 -0.099279	  0.000000	  0.428190	  0.436443	  0.485246	  0.413250	  0.499516	  0.371469	  0.200000	 -0.734340	 -0.002590
EAS(7.585776)	 -3.578107	  1.270000	  2.000271	 18.214661	  5.109629	 -1.860000	  7.229671	  0.482479	  3.378313	 -0.013198	 -0.253565	  0.047113	 -0.200000	  0.098790	 -0.055138	 -0.103739	 -0.101952	  0.000000	  0.431722	  0.440526	  0.490425	  0.417122	  0.500199	  0.371658	  0.200000	 -0.747437	 -0.002501
EAS(7.762471)	 -3.598662	  1.270000	  1.995192	 18.345257	  5.105786	 -1.860000	  7.206062	  0.482778	  3.369099	 -0.013307	 -0.239809	  0.047437	 -0.200000	  0.097421	 -0.056368	 -0.105577	 -0.104557	  0.000000	  0.435290	  0.444569	  0.495777	  0.421061	  0.500940	  0.371903	  0.200000	 -0.760216	 -0.002413
EAS(7.943282)	 -3.619950	  1.270000	  1.990166	 18.461851	  5.101958	 -1.860000	  7.182452	  0.483077	  3.359884	 -0.013415	 -0.225982	  0.047757	 -0.200000	  0.095934	 -0.057623	 -0.107395	 -0.107091	  0.000000	  0.438891	  0.448567	  0.501303	  0.425061	  0.501745	  0.372207	  0.200000	 -0.772670	 -0.002326
EAS(70.794560)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592548	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(72.443572)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592497	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(74.131004)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592444	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(75.857734)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592389	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(77.624690)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592331	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(79.432792)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592271	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(8.128304)	 -3.641945	  1.270000	  1.985195	 18.564622	  5.098160	 -1.860000	  7.158843	  0.483376	  3.350669	 -0.013520	 -0.212087	  0.048072	 -0.200000	  0.094326	 -0.058902	 -0.109192	 -0.109555	  0.000000	  0.442522	  0.452518	  0.507002	  0.429116	  0.502618	  0.372573	  0.200000	 -0.784796	 -0.002241
EAS(8.317636)	 -3.664607	  1.270000	  1.980271	 18.653585	  5.094408	 -1.860000	  7.135233	  0.483675	  3.341455	 -0.013624	 -0.198122	  0.048383	 -0.200000	  0.092593	 -0.060201	 -0.110969	 -0.111947	  0.000000	  0.446178	  0.456417	  0.512871	  0.433219	  0.503563	  0.373004	  0.200000	 -0.796596	 -0.002157
EAS(8.511379)	 -3.687890	  1.270000	  1.975380	 18.728546	  5.090719	 -1.860000	  7.098190	  0.483897	  3.328803	 -0.013725	 -0.184086	  0.048688	 -0.200000	  0.090735	 -0.061519	 -0.112725	 -0.114266	  0.000000	  0.449857	  0.460261	  0.518911	  0.437364	  0.504583	  0.373501	  0.200000	 -0.808075	 -0.002075
EAS(8.709635)	 -3.711741	  1.270000	  1.970504	 18.789334	  5.087114	 -1.860000	  7.059948	  0.484112	  3.315846	 -0.013825	 -0.169977	  0.048988	 -0.200000	  0.088751	 -0.062851	 -0.114462	 -0.116513	  0.000000	  0.453555	  0.464047	  0.525118	  0.441544	  0.505683	  0.374068	  0.200000	 -0.819240	 -0.001994
EAS(8.912507)	 -3.736105	  1.270000	  1.965629	 18.835901	  5.083613	 -1.860000	  7.021707	  0.484327	  3.302888	 -0.013921	 -0.155790	  0.049281	 -0.200000	  0.086642	 -0.064194	 -0.116178	 -0.118689	  0.000000	  0.457267	  0.467772	  0.531491	  0.445753	  0.506865	  0.374706	  0.200000	 -0.830100	 -0.001915
EAS(81.283030)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592209	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(83.176350)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592145	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(85.113770)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592078	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(87.096321)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.592010	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(89.125100)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.591940	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(9.120107)	 -3.760927	  1.270000	  1.960746	 18.868287	  5.080238	 -1.860000	  6.983466	  0.484541	  3.289931	 -0.014015	 -0.141523	  0.049567	 -0.200000	  0.084412	 -0.065545	 -0.117875	 -0.120794	  0.000000	  0.460992	  0.471435	  0.538027	  0.449984	  0.508132	  0.375417	  0.200000	 -0.840663	 -0.001837
EAS(9.332541)	 -3.786139	  1.270000	  1.955842	 18.886540	  5.077009	 -1.860000	  6.945224	  0.484756	  3.276973	 -0.014107	 -0.127175	  0.049846	 -0.200000	  0.082065	 -0.066901	 -0.119551	 -0.122831	  0.000000	  0.464726	  0.475034	  0.544722	  0.454230	  0.509488	  0.376204	  0.200000	 -0.850938	 -0.001760
EAS(9.549923)	 -3.811684	  1.270000	  1.950912	 18.890865	  5.073942	 -1.860000	  6.906983	  0.484971	  3.264015	 -0.014195	 -0.112744	  0.050117	 -0.200000	  0.079609	 -0.068260	 -0.121208	 -0.124799	  0.000000	  0.468466	  0.478566	  0.551573	  0.458485	  0.510933	  0.377068	  0.200000	 -0.860931	 -0.001685
EAS(9.772372)	 -3.837538	  1.270000	  1.945961	 18.881848	  5.071053	 -1.860000	  6.868741	  0.485185	  3.251058	 -0.014281	 -0.098234	  0.050380	 -0.200000	  0.077051	 -0.069619	 -0.122845	 -0.126702	  0.000000	  0.472208	  0.482027	  0.558576	  0.462743	  0.512471	  0.378012	  0.200000	 -0.870645	 -0.001611
EAS(91.201100)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.591869	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(93.325440)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.591795	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(95.499260)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.591720	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
EAS(97.723724)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601380	  0.567551	  0.842193	  0.591643	  0.638858	  0.484784	  0.200000	 -1.000000	 -0.000100
