rup_mag,rup_hypo_depth,dist_rhypo,site_vs30,site_backarc,result_type,damping,pga,0.020,0.050,0.075,0.100,0.200,0.300,0.400,0.500,0.600,0.750,1.000,2.000,3.000,5.000,10.000
8.0,45.0,20.0,570.0,1.0,MEAN,5.0,1.09648892e+00,1.09648892e+00,1.30244744e+00,1.76867427e+00,2.10330396e+00,2.63367869e+00,2.28868973e+00,1.72469533e+00,1.26601860e+00,9.88028937e-01,7.24477682e-01,4.77329647e-01,1.52818472e-01,8.94710506e-02,4.46725663e-02,1.31479509e-02
8.0,45.0,50.0,570.0,1.0,MEAN,5.0,4.71650677e-01,4.71650677e-01,5.95290124e-01,8.12148016e-01,9.68260716e-01,1.13545815e+00,9.39346018e-01,7.36644709e-01,5.67385389e-01,4.63819488e-01,3.54111343e-01,2.44540271e-01,8.71022865e-02,5.29474933e-02,2.78934719e-02,8.84989409e-03
8.0,45.0,100.0,570.0,1.0,MEAN,5.0,1.54477431e-01,1.54477431e-01,1.95906463e-01,2.60365057e-01,3.10291846e-01,3.60784453e-01,3.04677583e-01,2.53871681e-01,2.06518867e-01,1.77942299e-01,1.42691782e-01,1.05721566e-01,4.48673712e-02,2.91366023e-02,1.61784104e-02,5.52518760e-03
8.0,45.0,300.0,570.0,1.0,MEAN,5.0,4.99669085e-03,4.99669085e-03,4.87925463e-03,5.31437392e-03,6.32616607e-03,9.63085890e-03,1.09766905e-02,1.11669257e-02,1.03603874e-02,1.01472072e-02,9.28603748e-03,8.80193757e-03,7.29197326e-03,6.17590240e-03,3.77824903e-03,1.47785647e-03
8.0,45.0,1.0,850.0,1.0,MEAN,5.0,3.37647128e+00,3.37647128e+00,4.28251822e+00,6.19101503e+00,7.49401790e+00,8.34732966e+00,4.86933146e+00,3.18556683e+00,2.15136486e+00,1.55360208e+00,1.05688544e+00,6.57902839e-01,1.92806786e-01,1.11814918e-01,5.42356906e-02,1.52320457e-02
8.0,45.0,5.0,850.0,1.0,MEAN,5.0,2.55769396e+00,2.55769396e+00,3.28526593e+00,4.73700203e+00,5.71575662e+00,6.29758384e+00,3.77249548e+00,2.51939159e+00,1.73344308e+00,1.27281255e+00,8.79699358e-01,5.56359372e-01,1.68439351e-01,9.87747645e-02,4.86770556e-02,1.39780755e-02
8.0,45.0,10.0,850.0,1.0,MEAN,5.0,1.90320329e+00,1.90320329e+00,2.48076808e+00,3.56856583e+00,4.29003751e+00,4.66354390e+00,2.87154076e+00,1.95892240e+00,1.37378192e+00,1.02623721e+00,7.20872383e-01,4.63508193e-01,1.45235485e-01,8.61778536e-02,4.31905720e-02,1.26985174e-02
8.0,45.0,20.0,850.0,1.0,MEAN,5.0,1.18204088e+00,1.18204088e+00,1.57811687e+00,2.26212056e+00,2.70254021e+00,2.87081225e+00,1.84407343e+00,1.29956518e+00,9.38013620e-01,7.19460426e-01,5.17865232e-01,3.41648389e-01,1.13071945e-01,6.83734317e-02,3.52053475e-02,1.07495891e-02
8.0,45.0,50.0,850.0,1.0,MEAN,5.0,4.52843002e-01,4.52843002e-01,6.26735522e-01,8.89752469e-01,1.05113098e+00,1.07518589e+00,7.44386959e-01,5.55064882e-01,4.20384996e-01,3.37742908e-01,2.53122984e-01,1.75029542e-01,6.44478695e-02,4.04622701e-02,2.19821571e-02,7.23555522e-03
8.0,45.0,100.0,850.0,1.0,MEAN,5.0,1.36721949e-01,1.36721949e-01,1.85203597e-01,2.52918272e-01,2.96387907e-01,3.10529741e-01,2.38864080e-01,1.91293377e-01,1.53013163e-01,1.29573576e-01,1.01997777e-01,7.56701430e-02,3.31978252e-02,2.22660791e-02,1.27498062e-02,4.51731959e-03
8.0,45.0,300.0,850.0,1.0,MEAN,5.0,4.23202838e-03,4.23202838e-03,4.33702884e-03,4.81570636e-03,5.61851244e-03,7.88195460e-03,8.55841344e-03,8.41432543e-03,7.67617830e-03,7.38896781e-03,6.63776963e-03,6.29998118e-03,5.39540533e-03,4.71960079e-03,2.97754486e-03,1.20827571e-03
8.0,45.0,1.0,1200.0,1.0,MEAN,5.0,3.20350907e+00,3.20350907e+00,5.10586198e+00,7.87451402e+00,9.11068361e+00,7.68855693e+00,4.40028078e+00,2.83920642e+00,1.90435811e+00,1.36556106e+00,9.21991905e-01,5.74238702e-01,1.70575593e-01,1.00230220e-01,4.92287552e-02,1.40341261e-02
8.0,45.0,5.0,1200.0,1.0,MEAN,5.0,2.42267221e+00,2.42267221e+00,3.83081637e+00,5.86137608e+00,6.78151603e+00,5.80057742e+00,3.40910030e+00,2.24546311e+00,1.53441960e+00,1.11875704e+00,7.67420627e-01,4.85608307e-01,1.49017795e-01,8.85411055e-02,4.41832828e-02,1.28787740e-02
8.0,45.0,10.0,1200.0,1.0,MEAN,5.0,1.79944945e+00,1.79944945e+00,2.82149209e+00,4.28084593e+00,4.95286855e+00,4.29549619e+00,2.59493233e+00,1.74593263e+00,1.21605256e+00,9.02026071e-01,6.28865226e-01,4.04564819e-01,1.28489404e-01,7.72493102e-02,3.92033009e-02,1.16998463e-02
8.0,45.0,20.0,1200.0,1.0,MEAN,5.0,1.11438213e+00,1.11438213e+00,1.72388916e+00,2.58045394e+00,2.98554290e+00,2.64424724e+00,1.66643839e+00,1.15826601e+00,8.30316551e-01,6.32380169e-01,4.51768501e-01,2.98201673e-01,1.00034415e-01,6.12895334e-02,3.19552571e-02,9.90419087e-03
8.0,45.0,50.0,1200.0,1.0,MEAN,5.0,4.24942539e-01,4.24942539e-01,6.39964676e-01,9.32595624e-01,1.07899785e+00,9.90332034e-01,6.72682001e-01,4.94713771e-01,3.72118925e-01,2.96864024e-01,2.20816120e-01,1.52771399e-01,5.70168394e-02,3.62701358e-02,1.99528064e-02,6.66651715e-03
8.0,45.0,100.0,1200.0,1.0,MEAN,5.0,1.27914377e-01,1.27914377e-01,1.80755542e-01,2.50392863e-01,2.89700437e-01,2.86022679e-01,2.15854893e-01,1.70494425e-01,1.35445114e-01,1.13890572e-01,8.89794872e-02,6.60473282e-02,2.93700177e-02,1.99591795e-02,1.15727684e-02,4.16205635e-03
8.0,45.0,300.0,1200.0,1.0,MEAN,5.0,3.95333771e-03,3.95333771e-03,4.13382113e-03,4.62665599e-03,5.35296513e-03,7.25990936e-03,7.73400260e-03,7.49945240e-03,6.79484578e-03,6.49464035e-03,5.79057070e-03,5.49882566e-03,4.77329913e-03,4.23062179e-03,2.70266360e-03,1.11325123e-03
8.0,90.0,1.0,180.0,1.0,MEAN,5.0,1.72931255e+00,1.72931255e+00,1.28541300e+00,1.38040417e+00,1.43384186e+00,1.34840986e+00,1.13859539e+00,1.11928579e+00,1.04152096e+00,1.00585264e+00,9.63863357e-01,8.77983364e-01,7.21488966e-01,4.05260101e-01,1.39909778e-01,2.54254426e-02
8.0,90.0,5.0,180.0,1.0,MEAN,5.0,1.40561765e+00,1.40561765e+00,1.05104760e+00,1.12947234e+00,1.18344447e+00,1.15518459e+00,1.00691073e+00,1.00630665e+00,9.46867583e-01,9.22065674e-01,8.86496410e-01,8.03861909e-01,6.38010226e-01,3.57997590e-01,1.25570376e-01,2.33323063e-02
8.0,90.0,10.0,180.0,1.0,MEAN,5.0,1.14476946e+00,1.14476946e+00,8.64359869e-01,9.31333679e-01,9.86673992e-01,1.00570052e+00,9.06053978e-01,9.19441064e-01,8.73056870e-01,8.55669784e-01,8.22891203e-01,7.39472034e-01,5.58520539e-01,3.12341559e-01,1.11417099e-01,2.11964584e-02
8.0,90.0,20.0,180.0,1.0,MEAN,5.0,8.50753185e-01,8.50753185e-01,6.57895672e-01,7.15149636e-01,7.74201350e-01,8.51236124e-01,8.05686749e-01,8.32499543e-01,7.96702807e-01,7.84489734e-01,7.49338033e-01,6.57885674e-01,4.47525299e-01,2.47811512e-01,9.08179153e-02,1.79432930e-02
8.0,90.0,50.0,180.0,1.0,MEAN,5.0,5.15618813e-01,5.15618813e-01,4.31733040e-01,4.84949458e-01,5.53564737e-01,7.06403410e-01,7.14656748e-01,7.41534092e-01,7.01079528e-01,6.83198307e-01,6.29590343e-01,5.17020986e-01,2.72327629e-01,1.46650769e-01,5.67065467e-02,1.20776419e-02
8.0,90.0,100.0,180.0,1.0,MEAN,5.0,2.72976287e-01,2.72976287e-01,2.52408756e-01,2.92426707e-01,3.53810200e-01,5.19251934e-01,5.44907387e-01,5.53787665e-01,5.08970876e-01,4.87997154e-01,4.34249046e-01,3.40651329e-01,1.49616429e-01,8.07008014e-02,3.28901970e-02,7.54034302e-03
8.0,90.0,300.0,180.0,1.0,MEAN,5.0,1.42271064e-02,1.42271064e-02,1.19883034e-02,1.23083239e-02,1.55094386e-02,2.98028359e-02,3.89306397e-02,4.37003194e-02,4.23298194e-02,4.34981809e-02,4.13536364e-02,3.81365311e-02,2.54427746e-02,1.71056415e-02,7.68106085e-03,2.01686269e-03
8.0,90.0,1.0,360.0,1.0,MEAN,5.0,3.17704842e+00,3.17704842e+00,2.94146132e+00,3.60262972e+00,4.04822205e+00,4.87692660e+00,4.61394842e+00,4.53794701e+00,4.01716374e+00,3.51837203e+00,2.80572863e+00,1.87272282e+00,5.24993264e-01,2.54179582e-01,9.25623110e-02,1.79287249e-02
8.0,90.0,5.0,360.0,1.0,MEAN,5.0,2.52961893e+00,2.52961893e+00,2.35928528e+00,2.88818655e+00,3.26297608e+00,3.99923224e+00,3.83222997e+00,3.78338757e+00,3.36483197e+00,2.96685824e+00,2.38225275e+00,1.60454760e+00,4.59562428e-01,2.24536483e-01,8.30755673e-02,1.64527520e-02
8.0,90.0,10.0,360.0,1.0,MEAN,5.0,2.00394337e+00,2.00394337e+00,1.89022956e+00,2.31643006e+00,2.63446631e+00,3.28510613e+00,3.17745318e+00,3.13701969e+00,2.79496634e+00,2.47683893e+00,1.99939399e+00,1.35794013e+00,3.97207714e-01,1.95900970e-01,7.37119620e-02,1.49466610e-02
8.0,90.0,20.0,360.0,1.0,MEAN,5.0,1.40346993e+00,1.40346993e+00,1.35891347e+00,1.67389882e+00,1.92726316e+00,2.45982131e+00,2.39068260e+00,2.34025576e+00,2.07765024e+00,1.84857024e+00,1.49913142e+00,1.02939611e+00,3.10572222e-01,1.55427654e-01,6.00838359e-02,1.26526948e-02
8.0,90.0,50.0,360.0,1.0,MEAN,5.0,7.10650298e-01,7.10650298e-01,7.42994689e-01,9.33270145e-01,1.10265666e+00,1.43070558e+00,1.35586793e+00,1.27626346e+00,1.10758474e+00,9.84591995e-01,7.98165893e-01,5.57607354e-01,1.78533463e-01,9.19795240e-02,3.75162415e-02,8.51653686e-03
8.0,90.0,100.0,360.0,1.0,MEAN,5.0,2.84646086e-01,2.84646086e-01,3.17096209e-01,3.99390216e-01,4.81779644e-01,6.32124134e-01,5.91071833e-01,5.43165620e-01,4.66519239e-01,4.19391855e-01,3.44946414e-01,2.52250846e-01,9.26045346e-02,5.06156316e-02,2.17596847e-02,5.31706519e-03
8.0,90.0,300.0,360.0,1.0,MEAN,5.0,1.08055565e-02,1.08055565e-02,9.95561360e-03,1.05945944e-02,1.29040568e-02,2.15076658e-02,2.58155514e-02,2.72511033e-02,2.55869962e-02,2.54749551e-02,2.34082749e-02,2.15759980e-02,1.51126182e-02,1.07286772e-02,5.08168018e-03,1.42218867e-03
8.0,90.0,1.0,570.0,1.0,MEAN,5.0,4.57494132e+00,4.57494132e+00,4.91093651e+00,6.54803887e+00,7.70416251e+00,1.05433479e+01,1.03971694e+01,7.48687082e+00,5.09607319e+00,3.72768210e+00,2.53720286e+00,1.53530216e+00,3.81997874e-01,1.86564267e-01,7.03864506e-02,1.42221396e-02
8.0,90.0,5.0,570.0,1.0,MEAN,5.0,3.56026002e+00,3.56026002e+00,3.85343682e+00,5.12829433e+00,6.04459084e+00,8.24609571e+00,8.09417318e+00,5.92119406e+00,4.10611561e+00,3.05396126e+00,2.11184263e+00,1.29833723e+00,3.33719965e-01,1.64806646e-01,6.31725186e-02,1.30513094e-02
8.0,90.0,10.0,570.0,1.0,MEAN,5.0,2.73867419e+00,2.73867419e+00,2.99991877e+00,3.98898771e+00,4.71143519e+00,6.37935880e+00,6.19675588e+00,4.60395268e+00,3.25416360e+00,2.46233327e+00,1.73055603e+00,1.08165688e+00,2.87747375e-01,1.43788579e-01,5.60522238e-02,1.18565877e-02
8.0,90.0,20.0,570.0,1.0,MEAN,5.0,1.80895028e+00,1.80895028e+00,2.03328131e+00,2.70621405e+00,3.20713892e+00,4.25129748e+00,4.02034054e+00,3.05429995e+00,2.22193184e+00,1.72625912e+00,1.24320867e+00,7.97281118e-01,2.24023456e-01,1.14081729e-01,4.56890920e-02,1.00368761e-02
8.0,90.0,50.0,570.0,1.0,MEAN,5.0,7.90644805e-01,7.90644805e-01,9.48272315e-01,1.27024482e+00,1.51281682e+00,1.87437287e+00,1.65563988e+00,1.30453991e+00,9.95792369e-01,8.10373654e-01,6.07657494e-01,4.08454286e-01,1.27687150e-01,6.75116874e-02,2.85281888e-02,6.75582768e-03
8.0,90.0,100.0,570.0,1.0,MEAN,5.0,2.68478042e-01,2.68478042e-01,3.31427531e-01,4.36252242e-01,5.20112575e-01,6.21778612e-01,5.39818317e-01,4.49586803e-01,3.62451899e-01,3.10896275e-01,2.44860078e-01,1.76586157e-01,6.57730928e-02,3.71511674e-02,1.65465507e-02,4.21781492e-03
8.0,90.0,300.0,570.0,1.0,MEAN,5.0,8.95779784e-03,8.95779784e-03,8.73745535e-03,9.51281634e-03,1.13244116e-02,1.71860422e-02,1.95236287e-02,1.97757482e-02,1.81830461e-02,1.77289432e-02,1.59349040e-02,1.47018285e-02,1.06896308e-02,7.87469937e-03,3.86422321e-03,1.12816533e-03
8.0,90.0,1.0,850.0,1.0,MEAN,5.0,6.04240131e+00,6.04240131e+00,7.38619060e+00,1.05775534e+01,1.28741247e+01,1.49161078e+01,8.66209535e+00,5.64138860e+00,3.77576291e+00,2.71441418e+00,1.81362267e+00,1.09889154e+00,2.82644120e-01,1.42571693e-01,5.54698255e-02,1.16278314e-02
8.0,90.0,5.0,850.0,1.0,MEAN,5.0,4.57581904e+00,4.57581904e+00,5.64115588e+00,8.04825416e+00,9.77216021e+00,1.12533520e+01,6.71092445e+00,4.46164459e+00,3.04228735e+00,2.22382583e+00,1.50957013e+00,9.29284038e-01,2.46922803e-01,1.25944603e-01,4.97847037e-02,1.06705762e-02
8.0,90.0,10.0,850.0,1.0,MEAN,5.0,3.40422743e+00,3.40422743e+00,4.24519839e+00,6.03658713e+00,7.30773657e+00,8.33343430e+00,5.10820840e+00,3.46909768e+00,2.41106236e+00,1.79301565e+00,1.23702196e+00,7.74195218e-01,2.12907215e-01,1.09882677e-01,4.41733749e-02,9.69378776e-03
8.0,90.0,20.0,850.0,1.0,MEAN,5.0,2.11426250e+00,2.11426250e+00,2.69641197e+00,3.81838450e+00,4.59652386e+00,5.12994534e+00,3.28043798e+00,2.30142783e+00,1.64626517e+00,1.25702302e+00,8.88660291e-01,5.70653449e-01,1.65757238e-01,8.71808175e-02,3.60064464e-02,8.20601587e-03
8.0,90.0,50.0,850.0,1.0,MEAN,5.0,8.10751885e-01,8.10751885e-01,1.08317665e+00,1.52287457e+00,1.81066340e+00,1.92128373e+00,1.32419632e+00,9.82976301e-01,7.37798645e-01,5.90095849e-01,4.34360777e-01,2.92350894e-01,9.44770239e-02,5.15921710e-02,2.24823619e-02,5.52347448e-03
8.0,90.0,100.0,850.0,1.0,MEAN,5.0,2.45139511e-01,2.45139511e-01,3.26807244e-01,4.44282717e-01,5.22262992e-01,5.54895429e-01,4.24917354e-01,3.38765544e-01,2.68546464e-01,2.26387668e-01,1.75028885e-01,1.26391429e-01,4.86661817e-02,2.83907788e-02,1.30399284e-02,3.44842915e-03
8.0,90.0,300.0,850.0,1.0,MEAN,5.0,7.59613844e-03,7.59613844e-03,7.77991399e-03,8.63708365e-03,1.00781645e-02,1.40845143e-02,1.52246348e-02,1.49011093e-02,1.34721125e-02,1.29098173e-02,1.13904582e-02,1.05228244e-02,7.90936679e-03,6.01781488e-03,3.04529900e-03,9.22372904e-04
8.0,90.0,1.0,1200.0,1.0,MEAN,5.0,5.75026990e+00,5.75026990e+00,9.16497624e+00,1.41346817e+01,1.63535950e+01,1.37389259e+01,7.82769709e+00,5.02801153e+00,3.34225257e+00,2.38587368e+00,1.58214444e+00,9.59147785e-01,2.50054416e-01,1.27800409e-01,5.03489572e-02,1.07133641e-02
8.0,90.0,5.0,1200.0,1.0,MEAN,5.0,4.34867477e+00,4.34867477e+00,6.87628086e+00,1.05211172e+01,1.21727601e+01,1.03652355e+01,6.06447766e+00,3.97653876e+00,2.69299026e+00,1.95466395e+00,1.31689906e+00,8.11108918e-01,2.18451873e-01,1.12895986e-01,4.51886749e-02,9.83139197e-03
8.0,90.0,10.0,1200.0,1.0,MEAN,5.0,3.22999555e+00,3.22999555e+00,5.06455287e+00,7.68407986e+00,8.89035441e+00,7.67575820e+00,4.61614729e+00,3.09190952e+00,2.13423871e+00,1.57599709e+00,1.07913704e+00,6.75742421e-01,1.88358383e-01,9.84981717e-02,4.00953733e-02,8.93142273e-03
8.0,90.0,20.0,1200.0,1.0,MEAN,5.0,2.00030588e+00,2.00030588e+00,3.09436550e+00,4.63189156e+00,5.35902259e+00,4.72508915e+00,2.96444149e+00,2.05119812e+00,1.45725093e+00,1.10487860e+00,7.75237849e-01,4.98084636e-01,1.46644938e-01,7.81483610e-02,3.26824000e-02,7.56065622e-03
8.0,90.0,50.0,1200.0,1.0,MEAN,5.0,7.62768026e-01,7.62768026e-01,1.14873082e+00,1.67400074e+00,1.93679141e+00,1.76965568e+00,1.19663976e+00,8.76099224e-01,6.53089052e-01,5.18673299e-01,3.78921977e-01,2.55173238e-01,8.35835435e-02,4.62469121e-02,2.04068331e-02,5.08908249e-03
8.0,90.0,100.0,1200.0,1.0,MEAN,5.0,2.29605154e-01,2.29605154e-01,3.24454569e-01,4.49452932e-01,5.20009673e-01,5.11102984e-01,3.83986114e-01,3.01932234e-01,2.37713578e-01,1.98986722e-01,1.52689411e-01,1.10318494e-01,4.30548269e-02,2.54493236e-02,1.18361071e-02,3.17722847e-03
8.0,90.0,300.0,1200.0,1.0,MEAN,5.0,7.09620555e-03,7.09620555e-03,7.42017167e-03,8.30480580e-03,9.60852415e-03,1.29729620e-02,1.37580833e-02,1.32809411e-02,1.19253257e-02,1.13472710e-02,9.93665906e-03,9.18465865e-03,6.99739339e-03,5.39433310e-03,2.76416281e-03,8.49833164e-04
8.0,135.0,1.0,180.0,1.0,MEAN,5.0,2.35895916e+00,2.35895916e+00,1.72730681e+00,1.83758317e+00,1.89041897e+00,1.72535056e+00,1.44298990e+00,1.41983731e+00,1.32376414e+00,1.28623083e+00,1.23486301e+00,1.13028543e+00,9.18409906e-01,4.76529241e-01,1.42024243e-01,2.12371148e-02
8.0,135.0,5.0,180.0,1.0,MEAN,5.0,1.88404006e+00,1.88404006e+00,1.38278366e+00,1.46888101e+00,1.52114943e+00,1.43352724e+00,1.23688131e+00,1.23911100e+00,1.17061893e+00,1.14934580e+00,1.11042752e+00,1.01653626e+00,8.09930247e-01,4.20955133e-01,1.27468129e-01,1.94887804e-02
8.0,135.0,10.0,180.0,1.0,MEAN,5.0,1.50331660e+00,1.50331660e+00,1.10919921e+00,1.17838085e+00,1.23091830e+00,1.20457326e+00,1.07412611e+00,1.09491508e+00,1.04659910e+00,1.03682687e+00,1.00546570e+00,9.16929473e-01,7.06895081e-01,3.67270021e-01,1.13100953e-01,1.77047703e-02
8.0,135.0,20.0,180.0,1.0,MEAN,5.0,1.07984958e+00,1.07984958e+00,8.09387651e-01,8.63624214e-01,9.18309837e-01,9.62202275e-01,9.03028023e-01,9.41740666e-01,9.11729076e-01,9.11412122e-01,8.82745878e-01,7.92686640e-01,5.63932710e-01,2.91391705e-01,9.21904523e-02,1.49874981e-02
8.0,135.0,50.0,180.0,1.0,MEAN,5.0,6.24968652e-01,6.24968652e-01,4.98942345e-01,5.46045433e-01,6.09617692e-01,7.42800765e-01,7.55579236e-01,8.01468613e-01,7.73686667e-01,7.70252433e-01,7.24081189e-01,6.11879260e-01,3.42223198e-01,1.72440809e-01,5.75635564e-02,1.00880945e-02
8.0,135.0,100.0,180.0,1.0,MEAN,5.0,3.41893960e-01,3.41893960e-01,2.99935760e-01,3.38831878e-01,4.03463389e-01,5.84894026e-01,6.28820836e-01,6.56418766e-01,6.14791573e-01,5.99428386e-01,5.39479880e-01,4.28844339e-01,1.89801983e-01,9.48928638e-02,3.33872687e-02,6.29822391e-03
8.0,135.0,300.0,180.0,1.0,MEAN,5.0,2.07813245e-02,2.07813245e-02,1.74188979e-02,1.78439499e-02,2.24705196e-02,4.31586016e-02,5.63926914e-02,6.32618102e-02,6.10114256e-02,6.25808623e-02,5.88603289e-02,5.33968785e-02,3.28057170e-02,2.01138437e-02,7.79714522e-03,1.68462533e-03
8.0,135.0,1.0,360.0,1.0,MEAN,5.0,4.42899430e+00,4.42899430e+00,4.03282349e+00,4.89880800e+00,5.47100633e+00,6.53683751e+00,6.25702328e+00,6.25131151e+00,5.58843622e+00,4.93572634e+00,3.92947679e+00,2.59638932e+00,6.75903128e-01,2.98879665e-01,9.39612112e-02,1.49753298e-02
8.0,135.0,5.0,360.0,1.0,MEAN,5.0,3.48536574e+00,3.48536574e+00,3.18466571e+00,3.85970272e+00,4.32883853e+00,5.26187990e+00,5.12062413e+00,5.15579675e+00,4.64482362e+00,4.13853499e+00,3.32358210e+00,2.21900499e+00,5.91436927e-01,2.64023523e-01,8.43310937e-02,1.37424936e-02
8.0,135.0,10.0,360.0,1.0,MEAN,5.0,2.72546430e+00,2.72546430e+00,2.50705746e+00,3.03537900e+00,3.42282080e+00,4.23573728e+00,4.17998000e+00,4.22768784e+00,3.82811305e+00,3.43553058e+00,2.77886210e+00,1.87333401e+00,5.10996334e-01,2.30352162e-01,7.48259756e-02,1.24845007e-02
8.0,135.0,20.0,360.0,1.0,MEAN,5.0,1.87225380e+00,1.87225380e+00,1.75393731e+00,2.12729429e+00,2.42458721e+00,3.08077847e+00,3.08012662e+00,3.11004965e+00,2.81890596e+00,2.54715485e+00,2.07453655e+00,1.41615031e+00,3.99372358e-01,1.82761198e-01,6.09918868e-02,1.05684190e-02
8.0,135.0,50.0,360.0,1.0,MEAN,5.0,9.34922603e-01,9.34922603e-01,9.34872605e-01,1.15153384e+00,1.34692542e+00,1.76398073e+00,1.74013566e+00,1.69816650e+00,1.50682083e+00,1.36047602e+00,1.10711232e+00,7.68401713e-01,2.29639783e-01,1.08155065e-01,3.80832269e-02,7.11360954e-03
8.0,135.0,100.0,360.0,1.0,MEAN,5.0,3.89457239e-01,3.89457239e-01,4.18189682e-01,5.18805490e-01,6.22786025e-01,8.32311540e-01,8.02287595e-01,7.53877377e-01,6.54477332e-01,5.92779620e-01,4.85935837e-01,3.51157618e-01,1.19298276e-01,5.95169088e-02,2.20885402e-02,4.44118617e-03
8.0,135.0,300.0,360.0,1.0,MEAN,5.0,1.58989883e-02,1.58989883e-02,1.46155402e-02,1.55397597e-02,1.89248647e-02,3.15033314e-02,3.77687646e-02,3.97975636e-02,3.71716056e-02,3.69147399e-02,3.35277223e-02,3.03598236e-02,1.95008778e-02,1.26154249e-02,5.15847994e-03,1.18791183e-03
8.0,135.0,1.0,570.0,1.0,MEAN,5.0,6.53929004e+00,6.53929004e+00,6.89396632e+00,9.13006107e+00,1.07188040e+01,1.48933313e+01,1.51783338e+01,1.09588892e+01,7.41474274e+00,5.40749860e+00,3.63664749e+00,2.16133743e+00,4.92953595e-01,2.19373504e-01,7.14502056e-02,1.18793295e-02
8.0,135.0,5.0,570.0,1.0,MEAN,5.0,5.05856521e+00,5.05856521e+00,5.35686281e+00,7.07121260e+00,8.31423361e+00,1.15639824e+01,1.18056326e+01,8.66713363e+00,5.97436296e+00,4.43017693e+00,3.02696616e+00,1.82774760e+00,4.30652807e-01,1.93789583e-01,6.41272490e-02,1.09013699e-02
8.0,135.0,10.0,570.0,1.0,MEAN,5.0,3.86700763e+00,3.86700763e+00,4.12681395e+00,5.43453702e+00,6.40161742e+00,8.88034667e+00,9.03031119e+00,6.73902472e+00,4.73478011e+00,3.57194185e+00,2.48045686e+00,1.52271361e+00,3.71326944e-01,1.69075273e-01,5.68993447e-02,9.90345451e-03
8.0,135.0,20.0,570.0,1.0,MEAN,5.0,2.53357578e+00,2.53357578e+00,2.75656168e+00,3.62525594e+00,4.28454677e+00,5.86467701e+00,5.85319735e+00,4.47072423e+00,3.23289175e+00,2.50416841e+00,1.78192756e+00,1.12238070e+00,2.89093672e-01,1.34144170e-01,4.63795942e-02,8.38350364e-03
8.0,135.0,50.0,570.0,1.0,MEAN,5.0,1.10678260e+00,1.10678260e+00,1.27852342e+00,1.68958654e+00,2.00914767e+00,2.59070449e+00,2.41230648e+00,1.90951717e+00,1.44886935e+00,1.17555475e+00,8.70973360e-01,5.75005727e-01,1.64775367e-01,7.93843090e-02,2.89593371e-02,5.64294161e-03
8.0,135.0,100.0,570.0,1.0,MEAN,5.0,3.84574594e-01,3.84574594e-01,4.63171422e-01,6.04305938e-01,7.20534016e-01,8.84372854e-01,7.89436992e-01,6.58081606e-01,5.27364401e-01,4.50996390e-01,3.50965152e-01,2.48590982e-01,8.48776520e-02,4.36845807e-02,1.67966198e-02,3.52301516e-03
8.0,135.0,300.0,570.0,1.0,MEAN,5.0,1.32127567e-02,1.32127567e-02,1.28722821e-02,1.40085420e-02,1.66770236e-02,2.52701271e-02,2.86589581e-02,2.89467041e-02,2.64561760e-02,2.57181898e-02,2.28399667e-02,2.06966505e-02,1.37945583e-02,9.25954591e-03,3.92262347e-03,9.42322891e-04
8.0,135.0,1.0,850.0,1.0,MEAN,5.0,8.91027940e+00,8.91027940e+00,1.06867657e+01,1.52310013e+01,1.85881939e+01,2.19648113e+01,1.27172158e+01,8.25756905e+00,5.49370262e+00,3.93761873e+00,2.59951872e+00,1.54697588e+00,3.64741389e-01,1.67644386e-01,5.63081446e-02,9.71238118e-03
8.0,135.0,5.0,850.0,1.0,MEAN,5.0,6.74591183e+00,6.74591183e+00,8.13319466e+00,1.15381368e+01,1.40551078e+01,1.65711966e+01,9.85261314e+00,6.53072159e+00,4.42650198e+00,3.22595510e+00,2.16371128e+00,1.30820917e+00,3.18644401e-01,1.48093251e-01,5.05371031e-02,8.91281446e-03
8.0,135.0,10.0,850.0,1.0,MEAN,5.0,5.01746807e+00,5.01746807e+00,6.09888587e+00,8.61578797e+00,1.04700536e+01,1.22714528e+01,7.49959287e+00,5.07788342e+00,3.50807503e+00,2.60100763e+00,1.77305995e+00,1.08988129e+00,2.74748590e-01,1.29206671e-01,4.48409700e-02,8.09693215e-03
8.0,135.0,20.0,850.0,1.0,MEAN,5.0,3.11538542e+00,3.11538542e+00,3.85744763e+00,5.42058296e+00,6.55560675e+00,7.55413431e+00,4.81616007e+00,3.36870948e+00,2.39530169e+00,1.82347905e+00,1.27374293e+00,8.03343269e-01,2.13903354e-01,1.02512457e-01,3.65506142e-02,6.85424061e-03
8.0,135.0,50.0,850.0,1.0,MEAN,5.0,1.19491860e+00,1.19491860e+00,1.55179748e+00,2.16503686e+00,2.58692193e+00,2.82919882e+00,1.94411280e+00,1.43882921e+00,1.07349069e+00,8.56012500e-01,6.22582078e-01,4.11559981e-01,1.21918973e-01,6.06651827e-02,2.28221393e-02,4.61359370e-03
8.0,135.0,100.0,850.0,1.0,MEAN,5.0,3.61671135e-01,3.61671135e-01,4.74816160e-01,6.42719576e-01,7.57744537e-01,8.17114866e-01,6.23840476e-01,4.95867254e-01,3.90732799e-01,3.28405417e-01,2.50874049e-01,1.77928836e-01,6.28018397e-02,3.33835880e-02,1.32370017e-02,2.88037014e-03
